img_src,name,core_count,core_clock_GHz,boost_clock_GHz,tdp_W,integrated_graphics,price,link,socket,rating_number, rating
//cdna.pcpartpicker.com/static/forever/images/product/ab31eff2865edb93498c3ab8707d4c71.256p.jpg,Intel Pentium Gold G6400,2,4,,58,Intel UHD Graphics 610,63.81,https://es.pcpartpicker.com/product/FvCFf7/intel-pentium-gold-g6400-4-ghz-dual-core-processor-bx80701g6400,LGA1200,2,5
//cdna.pcpartpicker.com/static/forever/images/product/6be6a2a6df1721fef27435a91c501521.256p.jpg,Intel Celeron G5900,2,3.4,,58,Intel UHD Graphics 610,66.98,https://es.pcpartpicker.com/product/37gQzy/intel-celeron-g5900-34-ghz-dual-core-processor-bx80701g5900,LGA1200,3,5
//cdna.pcpartpicker.com/static/forever/images/product/1b6a8775e713620ebc864fb7bcc38ce5.256p.jpg,Intel Core i3-10100F,4,3.6,4.3,65,,71.4,https://es.pcpartpicker.com/product/r8Dkcf/intel-core-i3-10100f-36-ghz-quad-core-processor-bx8070110100f,LGA1200,19,4.8
//cdna.pcpartpicker.com/static/forever/images/product/104690dc90e6297964380eeb9204f524.256p.jpg,Intel Core i3-10105F,4,3.7,4.4,65,,76.97,https://es.pcpartpicker.com/product/hYgFf7/intel-core-i3-10105f-37-ghz-quad-core-processor-bx8070110105f,LGA1200,3,5
https://m.media-amazon.com/images/I/41T-2ioP-ML.jpg,Intel Core 2 Quad Q6600,4,2.4,,100,,77.94,https://es.pcpartpicker.com/product/2vGkcf/intel-cpu-hh80562ph0568m,LGA775,6,4.2
//cdna.pcpartpicker.com/static/forever/images/product/e1f3bf613a5651db6f394c8dd41f0f15.256p.jpg,AMD Ryzen 5 4500,6,3.6,4.1,65,,84.48,https://es.pcpartpicker.com/product/m8BG3C/amd-ryzen-5-4500-36-ghz-6-core-processor-100-100000644box,AM4,1,5
//cdna.pcpartpicker.com/static/forever/images/product/3567a863156c083a7d4c8fcb7e0dbdac.256p.jpg,AMD Ryzen 3 3200G,4,3.6,4,65,Radeon Vega 8,90.98,https://es.pcpartpicker.com/product/J8drxr/amd-ryzen-3-3200g-36-ghz-quad-core-processor-yd3200c5fhbox,AM4,64,4.8
https://images-na.ssl-images-amazon.com/images/I/31Y3ryGpQbL.jpg,Intel Core 2 Duo E8400,2,3,,65,,91.09,https://es.pcpartpicker.com/product/Kwbp99/intel-cpu-eu80570pj0806m,LGA775,4,4.5
//cdna.pcpartpicker.com/static/forever/images/product/f55fe8a2443698085e9d8d2997cc3173.256p.jpg,AMD Athlon 200GE,2,3.2,,35,Radeon Vega 3,94.8,https://es.pcpartpicker.com/product/dFhKHx/amd-athlon-200ge-32ghz-dual-core-processor-yd200gc6fbbox,AM4,16,4.8
https://m.media-amazon.com/images/I/51yXoOSQezL.jpg,Intel Core i3-3250,2,3.5,,55,Intel HD Graphics 2500,97.84,https://es.pcpartpicker.com/product/TB2kcf/intel-cpu-bx80637i33250,LGA1155,1,5
//cdna.pcpartpicker.com/static/forever/images/product/eb5b7bb7afe60da16bd99b1aeabfab09.256p.jpg,AMD FX-9370,8,4.4,4.7,220,,99.97,https://es.pcpartpicker.com/product/tgkD4D/amd-cpu-fd9370fhhkwof,AM3+,9,4.4
https://images-na.ssl-images-amazon.com/images/I/51pVI%2BcdnNL.jpg,Intel Core 2 Duo E8500,2,3.16,,65,,101.78,https://es.pcpartpicker.com/product/FvGkcf/intel-cpu-bx80570e8500,LGA775,1,5
//cdna.pcpartpicker.com/static/forever/images/product/e5d8c71ba7c15404b87a7fcdf7251281.256p.jpg,Intel Core i5-10400F,6,2.9,4.3,65,,108,https://es.pcpartpicker.com/product/vrhmP6/intel-core-i5-10400f-29-ghz-6-core-processor-bx8070110400f,LGA1200,50,4.8
//cdna.pcpartpicker.com/static/forever/images/product/c96e3edad99c0ec51123f5b9c2d4a811.256p.jpg,Intel Pentium G4400,2,3.3,,54,Intel HD Graphics 510,109,https://es.pcpartpicker.com/product/YV7CmG/intel-cpu-bx80662g4400,LGA1151,32,4.4
//cdna.pcpartpicker.com/static/forever/images/product/c67d8f42c0e57b268f068172e9a3f571.256p.jpg,Intel Core i3-12100F,4,3.3,4.3,58,,109.3,https://es.pcpartpicker.com/product/grhFf7/intel-core-i3-12100f-33-ghz-quad-core-processor-bx8071512100f,LGA1700,15,4.9
https://m.media-amazon.com/images/I/419h1NMeqvL.jpg,Intel Core i3-10100,4,3.6,4.3,65,Intel UHD Graphics 630,110.65,https://es.pcpartpicker.com/product/qtqBD3/intel-core-i3-10100-36-ghz-quad-core-processor-bx8070110100,LGA1200,38,4.8
//cdna.pcpartpicker.com/static/forever/images/product/29ffd579cd750d1f43cba3ba1c578d8c.256p.jpg,AMD Ryzen 5 4600G,6,3.7,4.2,65,Radeon Vega 7,114.89,https://es.pcpartpicker.com/product/CNVmP6/amd-ryzen-5-4600g-37-ghz-6-core-processor-100-100000147box,AM4,2,5
https://m.media-amazon.com/images/I/515PHOORs-L.jpg,AMD Athlon II X2 220,2,2.8,,65,,115,https://es.pcpartpicker.com/product/CRtCmG/amd-cpu-adx220ock22gm,AM3,1,3
//cdna.pcpartpicker.com/static/forever/images/product/f4e07d2c312edb86a1afe494ed5cd645.256p.jpg,Intel Core i3-10105,4,3.7,4.4,65,Intel UHD Graphics 630,119,https://es.pcpartpicker.com/product/Xht9TW/intel-core-i3-10105-37-ghz-quad-core-processor-bx8070110105,LGA1200,3,4.7
//cdna.pcpartpicker.com/static/forever/images/product/49fca908d8863ded4df790bd3af6bc12.256p.jpg,AMD Ryzen 5 5500,6,3.6,4.2,65,,120.11,https://es.pcpartpicker.com/product/yq2WGX/amd-ryzen-5-5500-36-ghz-6-core-processor-100-100000457box,AM4,8,4.8
https://images-na.ssl-images-amazon.com/images/I/417py4oLqfL.jpg,Intel Xeon E5-2670,8,2.6,3.3,115,,125.99,https://es.pcpartpicker.com/product/rBkD4D/intel-cpu-bx80621e52670,LGA2011,6,4.8
//cdna.pcpartpicker.com/static/forever/images/product/1c98c8fccc44a3696129e74df5243312.256p.jpg,AMD Ryzen 5 3600,6,3.6,4.2,65,,127.85,https://es.pcpartpicker.com/product/Rnm323/amd-ryzen-5-3600-36-thz-6-core-oemtray-processor-100-000000031,AM4,1,5
//cdna.pcpartpicker.com/static/forever/images/product/7fc9bd473f09de3bff4a5a44e832f399.256p.jpg,Intel Core i3-12100,4,3.3,4.3,60,Intel UHD Graphics 730,128.38,https://es.pcpartpicker.com/product/qrhFf7/intel-core-i3-12100-33-ghz-quad-core-processor-bx8071512100,LGA1700,4,4.8
//cdna.pcpartpicker.com/static/forever/images/product/c18ee131d4d211b2ad40882e5b997371.256p.jpg,Intel Core i5-10400,6,2.9,4.3,65,Intel UHD Graphics 630,133.4,https://es.pcpartpicker.com/product/X8snTW/intel-core-i5-10400-29-ghz-6-core-processor-bx8070110400,LGA1200,54,4.8
//cdna.pcpartpicker.com/static/forever/images/product/1dd09dfdc581be6224a323d49d714c7f.256p.jpg,AMD Ryzen 5 5600G,6,3.9,4.4,65,Radeon Vega 7,135.39,https://es.pcpartpicker.com/product/sYmmP6/amd-ryzen-5-5600g-39-ghz-6-core-processor-100-100000252box,AM4,78,4.8
https://m.media-amazon.com/images/I/51pVI+cdnNL.jpg,Intel Core 2 Duo E7500,2,2.93,,65,,138.79,https://es.pcpartpicker.com/product/dLNp99/intel-cpu-bx80571e7500,LGA775,3,4.7
//cdna.pcpartpicker.com/static/forever/images/product/1cd42b90d913aa4fe2338eb376fd3e2d.256p.jpg,Intel Core i5-11400F,6,2.6,4.4,65,,139.13,https://es.pcpartpicker.com/product/qp2WGX/intel-core-i5-11400f-26-ghz-6-core-processor-bx8070811400f,LGA1200,15,4.7
https://m.media-amazon.com/images/I/51KAbpUr9sL.jpg,Intel Pentium G3258,2,3.2,,53,Intel HD Graphics,149.53,https://es.pcpartpicker.com/product/fKCwrH/intel-cpu-bx80646g3258,LGA1150,159,4.8
//cdna.pcpartpicker.com/static/forever/images/product/03f161573f98c93ea9f3e36c4254956e.256p.jpg,AMD Ryzen 5 3600,6,3.6,4.2,65,,149.99,https://es.pcpartpicker.com/product/Mt92FT/amd-ryzen-5-3600-36-ghz-6-core-oemtray-processor-100-100000031mpk,AM4,1,5
https://images-na.ssl-images-amazon.com/images/I/51LL-2d6xoL.jpg,AMD A8-6600K,4,3.9,,100,Radeon HD 8570D,151,https://es.pcpartpicker.com/product/fb7wrH/amd-cpu-ad660kwohlbox,FM2,21,4.6
//cdna.pcpartpicker.com/static/forever/images/product/7714a4b585034b6e4a3f2e230c2806f8.256p.jpg,AMD Ryzen 3 1200 (14nm),4,3.1,3.4,65,,151.56,https://es.pcpartpicker.com/product/TX4NnQ/amd-ryzen-3-1300x-35ghz-quad-core-processor-yd1200bbaebox,AM4,70,4.9
//cdna.pcpartpicker.com/static/forever/images/product/a00d61cff204084081cdafdb26f36d1e.256p.jpg,AMD FX-6350,6,3.9,,125,,152.4,https://es.pcpartpicker.com/product/ZFs8TW/amd-fx-6350-39ghz-6-core-processor-fd6350frhkhbx,AM3+,1,4
//cdna.pcpartpicker.com/static/forever/images/product/f5a45cd5b3a3c4364da8141e7ba9dec4.256p.jpg,Intel Celeron G4900,2,3.1,,65,Intel UHD Graphics 610,155,https://es.pcpartpicker.com/product/y8448d/intel-celeron-g4900-31ghz-dual-core-processor-bx80684g4900,LGA1151,2,4.5
/static/forever/img/no-image.png,AMD Phenom II X4 830,4,2.8,,95,,157.04,https://es.pcpartpicker.com/product/qLR48d/amd-cpu-hdx830wfk4dgm,AM3,3,3.7
//cdna.pcpartpicker.com/static/forever/images/product/49fca908d8863ded4df790bd3af6bc12.256p.jpg,AMD Ryzen 5 5600,6,3.5,4.4,65,,159.89,https://es.pcpartpicker.com/product/PgcG3C/amd-ryzen-5-5600-36-ghz-6-core-processor-100-100000927box,AM4,49,5
https://m.media-amazon.com/images/I/51bvpEY2dNL.jpg,Intel Pentium E5300,2,2.6,,65,,163.63,https://es.pcpartpicker.com/product/thXfrH/intel-cpu-bx80571e5300,LGA775,2,3.5
//cdna.pcpartpicker.com/static/forever/images/product/c770299ed161e4589288e53b3c315088.256p.jpg,Intel Core i5-11400,6,2.6,4.4,65,Intel UHD Graphics 730,163.68,https://es.pcpartpicker.com/product/92VmP6/intel-core-i5-11400-26-ghz-6-core-processor-bx8070811400,LGA1200,31,4.9
//cdna.pcpartpicker.com/static/forever/images/product/5fe3c9cc8cbaaa4aa52aed7389d2cc10.256p.jpg,Intel Core i5-12400F,6,2.5,4.4,65,,164.79,https://es.pcpartpicker.com/product/pQNxFT/intel-core-i5-12400f-25-ghz-6-core-processor-bx8071512400f,LGA1700,37,4.9
//cdna.pcpartpicker.com/static/forever/images/product/62069eabe77fa79c55158028545484f2.256p.jpg,AMD Ryzen 5 1600X,6,3.6,4,95,,167.62,https://es.pcpartpicker.com/product/8hwqqs/amd-ryzen-5-1600x-36ghz-6-core-processor-yd160xbcaewof,AM4,74,4.9
//cdna.pcpartpicker.com/static/forever/images/product/fb7d5b0c9f096ff23c67cff86bceba0e.med.256p.jpg,AMD Phenom II X4 955,4,3.2,,125,,169.67,https://es.pcpartpicker.com/product/RNh9TW/amd-cpu-hdx955wfk4dgm,AM3,2,4.5
//cdna.pcpartpicker.com/static/forever/images/product/0d74fb44f832ad674549787311aafa0f.256p.jpg,Intel Core i3-9100F,4,3.6,4.2,65,,170.16,https://es.pcpartpicker.com/product/YTbwrH/intel-core-i3-9100f-36-ghz-quad-core-processor-bx80684i39100f,LGA1151,25,4.6
https://images-eu.ssl-images-amazon.com/images/I/511mRxIv4GL.jpg,Intel Core i3-7100,2,3.9,,51,Intel HD Graphics 630,175,https://es.pcpartpicker.com/product/J9X2FT/intel-core-i3-7100-39ghz-dual-core-processor-bx80677i37100,LGA1151,24,4.4
//cdna.pcpartpicker.com/static/forever/images/product/4cca7584d65df7a4e4b5298805e9552f.256p.jpg,AMD Athlon 3000G (14nm),2,3.5,,35,Radeon Vega 3,176,https://es.pcpartpicker.com/product/664BD3/amd-athlon-3000g-35-ghz-dual-core-processor-yd3000c6fhbox,AM4,22,4.8
https://m.media-amazon.com/images/I/31Fi6fF0o8L.jpg,AMD Athlon II X4 640,4,3,,95,,178,https://es.pcpartpicker.com/product/WhXfrH/amd-cpu-adx640wfgmbox,AM3,3,4.7
https://m.media-amazon.com/images/I/41gfZhCKO3L.jpg,Intel Xeon E5-2623 V3,4,3,3.5,105,,178.11,https://es.pcpartpicker.com/product/39Trxr/intel-cpu-cm8064401832000,LGA2011-3,1,5
//cdna.pcpartpicker.com/static/forever/images/product/b68f29b453848519ea8bd70695cd027c.256p.jpg,AMD Threadripper 1900X,8,3.8,4,180,,179.99,https://es.pcpartpicker.com/product/BvgPxr/amd-threadripper-1900x-38ghz-8-core-processor-yd190xa8aewof,sTR4,6,4.5
//cdna.pcpartpicker.com/static/forever/images/product/43e2914b40ccb9ab7ce39eb656db3b44.256p.jpg,AMD Ryzen 5 3400G,4,3.7,4.2,65,Radeon Vega 11,180.29,https://es.pcpartpicker.com/product/XP6qqs/amd-ryzen-5-3400g-37-ghz-quad-core-processor-ryzen-5-3400g,AM4,54,4.9
//cdna.pcpartpicker.com/static/forever/images/product/3ef757133d38ac40afe75da691ba7d60.256p.jpg,AMD Ryzen 5 5600X,6,3.7,4.6,65,,180.81,https://es.pcpartpicker.com/product/g94BD3/amd-ryzen-5-5600x-37-ghz-6-core-processor-100-100000065box,AM4,533,4.9
https://m.media-amazon.com/images/I/419h1NMeqvL.jpg,Intel Core i3-10300,4,3.7,4.4,65,Intel UHD Graphics 630,180.97,https://es.pcpartpicker.com/product/g9PgXL/intel-core-i3-10300-37-ghz-quad-core-processor-bx8070110300,LGA1200,1,5
//cdna.pcpartpicker.com/static/forever/images/product/ad2e56d88c77de3053dcc5dada363f58.256p.jpg,AMD Ryzen 3 2200G,4,3.5,3.7,65,Radeon Vega 8,181.57,https://es.pcpartpicker.com/product/RkJtt6/amd-ryzen-3-2200g-35ghz-quad-core-processor-yd2200c5fbbox,AM4,133,4.8
//cdna.pcpartpicker.com/static/forever/images/product/900cddd78a7e0b4ab21a6e80f65fd9d0.256p.jpg,AMD Athlon 220GE,2,3.4,,35,Radeon Vega 3,185,https://es.pcpartpicker.com/product/YP448d/amd-athlon-220ge-34-ghz-dual-core-processor-yd220gc6fbbox,AM4,3,4.7
//cdna.pcpartpicker.com/static/forever/images/product/93181dc9a768fc9b512a294c4f33cc91.256p.jpg,Intel Core i5-4690K,4,3.5,3.9,88,Intel HD Graphics 4600,185,https://es.pcpartpicker.com/product/Tvzv6h/intel-cpu-bx80646i54690k,LGA1150,559,4.9
//cdna.pcpartpicker.com/static/forever/images/product/39c7a343d00445b6e0e5d54d4b7ed561.256p.jpg,Intel Core i5-6600K,4,3.5,3.9,91,Intel HD Graphics 530,185,https://es.pcpartpicker.com/product/gx648d/intel-cpu-bx80662i56600k,LGA1151,425,4.9
//cdna.pcpartpicker.com/static/forever/images/product/42897d7fd845792aaa6a666396777d04.256p.jpg,AMD Ryzen 5 1500X,4,3.5,3.7,65,,187.23,https://es.pcpartpicker.com/product/VtFXsY/amd-ryzen-5-1500x-35ghz-quad-core-processor-yd150xbbaebox,AM4,49,4.8
//cdna.pcpartpicker.com/static/forever/images/product/331bcd7f5044608c8b4e0a2437219229.256p.jpg,Intel Core i5-12400,6,2.5,4.4,65,Intel UHD Graphics 730,194.65,https://es.pcpartpicker.com/product/tLKKHx/intel-core-i5-12400-25-ghz-6-core-processor-bx8071512400,LGA1700,20,4.8
//cdna.pcpartpicker.com/static/forever/images/product/47df61e58e95efb22c12e87a7ed34236.med.256p.jpg,AMD FX-4350,4,4.2,,125,,195,https://es.pcpartpicker.com/product/pQphP6/amd-cpu-fd4350frhkbox,AM3+,16,4.6
https://m.media-amazon.com/images/I/31AmQD+WfrL.jpg,AMD FX-6350,6,3.9,,125,,195,https://es.pcpartpicker.com/product/HqGkcf/amd-cpu-fd6350frhkbox,AM3+,50,4.8
//cdna.pcpartpicker.com/static/forever/images/product/907d3d6fa5bcbf87be2045d806ccadd7.256p.jpg,Intel Core i3-8100,4,3.6,,65,Intel UHD Graphics 630,195,https://es.pcpartpicker.com/product/YqKhP6/intel-core-i3-8100-36ghz-4-core-processor-bx80684i38100,LGA1151,42,4.5
//cdna.pcpartpicker.com/static/forever/images/product/d28d05f1c9972e51ef212760baca9612.256p.jpg,Intel Core i5-10600KF,6,4.1,4.8,125,,197.56,https://es.pcpartpicker.com/product/p6jNnQ/intel-core-i5-10600kf-41-ghz-6-core-processor-bx8070110600kf,LGA1200,10,5
https://m.media-amazon.com/images/I/51umLSyxeRL.jpg,Intel Core i3-540,2,3.06,,73,Intel HD Graphics,200,https://es.pcpartpicker.com/product/WF6BD3/intel-cpu-bx80616i3540,LGA1156,2,5
//cdna.pcpartpicker.com/static/forever/images/product/f599944d7bed683e57062447764ce9d9.256p.jpg,AMD Ryzen 7 5700G,8,3.8,4.6,65,Radeon Vega 8,202.5,https://es.pcpartpicker.com/product/ycGbt6/amd-ryzen-7-5700g-38-ghz-8-core-processor-100-100000263box,AM4,34,4.9
//cdna.pcpartpicker.com/static/forever/images/product/c7baf2c9c9cc15ae23adb24c2f4316fc.256p.jpg,AMD Ryzen 5 3600,6,3.6,4.2,65,,203,https://es.pcpartpicker.com/product/9nm323/amd-ryzen-5-3600-36-thz-6-core-processor-100-100000031box,AM4,1116,4.9
//cdna.pcpartpicker.com/static/forever/images/product/614673693f9281d17b521cbf52799c68.256p.jpg,AMD Ryzen 3 3100,4,3.6,3.9,65,,204.84,https://es.pcpartpicker.com/product/ndwkcf/amd-ryzen-3-3100-36-ghz-quad-core-processor-100-100000284box, AM4,62,4.9
//cdna.pcpartpicker.com/static/forever/images/product/e729f016407018e8894b7db7eac671e8.256p.jpg,AMD Ryzen 7 3700X,8,3.6,4.4,65,,204.9,https://es.pcpartpicker.com/product/KsHRsY/amd-ryzen-7-3700x-36-ghz-8-core-oemtray-processor-100-000000071,AM4,1,5
https://images-na.ssl-images-amazon.com/images/I/41PduZ74l4L.jpg,Intel Core i5-6402P,4,2.8,3.4,65,Intel HD Graphics 510,214.56,https://es.pcpartpicker.com/product/JC648d/intel-core-i5-6402p-28ghz-quad-core-processor-bx80662i56402p,LGA1151,2,3.5
//cdna.pcpartpicker.com/static/forever/images/product/42897d7fd845792aaa6a666396777d04.256p.jpg,AMD Ryzen 5 1400,4,3.2,3.4,65,,215.61,https://es.pcpartpicker.com/product/72wqqs/amd-ryzen-5-1400-32ghz-quad-core-processor-yd1400bbaebox,AM4,52,4.8
https://images-na.ssl-images-amazon.com/images/I/51v9O6dChHL.jpg,Intel Core 2 Duo E8400,2,3,,65,,216.3,https://es.pcpartpicker.com/product/g9H323/intel-cpu-bx80570e8400,LGA775,1,4
