img_src,name,chipset,memory_GB,core_clock_MHz,boost_clock_MHz,color,length_mm,price,link,rating_number, rating
//cdna.pcpartpicker.com/static/forever/images/product/fca8f9fe51d6006b0ae3fe886cf91bfb.256p.jpg,Asus Phoenix OC,GeForce GTX 1660 SUPER,6,1530,1830,Black / White,174,319.99,https://es.pcpartpicker.com/product/jkfFf7/asus-geforce-gtx-1660-super-6-gb-phoenix-oc-video-card-ph-gtx1660s-o6g,2,4.5
https://m.media-amazon.com/images/I/41n7Sf-7skL.jpg,EVGA KO ULTRA GAMING,GeForce RTX 2060,6,1365,1755,Black,202,323.41,https://es.pcpartpicker.com/product/2H7p99/evga-geforce-rtx-2060-6-gb-ko-ultra-gaming-video-card-06g-p4-2068-kr,45,4.6
//cdna.pcpartpicker.com/static/forever/images/product/5d663e4f8db8ae2d8afe9206414f651c.256p.jpg,Zotac GAMING Twin Edge,GeForce RTX 3050 8GB,8,1550,1777,Black / Silver,224,331.59,https://es.pcpartpicker.com/product/9Lnypg/zotac-geforce-rtx-3050-8gb-8-gb-gaming-twin-edge-video-card-zt-a30500e-10m,2,4.5
//cdna.pcpartpicker.com/static/forever/images/product/4444b80c65876c27baaf9505d7a35cbe.256p.jpg,Asus Phoenix OC,GeForce GTX 1660,6,1530,1830,Black / White,174,331.99,https://es.pcpartpicker.com/product/CnYLrH/asus-geforce-gtx-1660-6-gb-phoenix-oc-video-card-ph-gtx1660-o6g,4,4
//cdna.pcpartpicker.com/static/forever/images/product/dfb19d7a433728ff7b12090cb910aca8.256p.jpg,MSI GAMING X,Radeon RX 6650 XT,8,2055,2694,Silver / Black,278,339.89,https://es.pcpartpicker.com/product/xQQcCJ/msi-radeon-rx-6650-xt-8-gb-gaming-x-video-card-radeon-rx-6650-xt-gaming-x-8g,2,5
//cdna.pcpartpicker.com/static/forever/images/product/871221f1d44c13b10810466e870e59c8.256p.jpg,Gigabyte EAGLE OC,GeForce RTX 3050 8GB,8,1550,1792,Black,213,339.89,https://es.pcpartpicker.com/product/gmvdnQ/gigabyte-geforce-rtx-3050-8gb-8-gb-eagle-oc-video-card-gv-n3050eagle-oc-8gd,3,4.7
https://m.media-amazon.com/images/I/31ntY1s6tWL.jpg,Gigabyte OC,GeForce GTX 1660 Ti,6,1500,1800,Black / Gray,226,341.63,https://es.pcpartpicker.com/product/YrZFf7/gigabyte-geforce-gtx-1660-ti-6-gb-oc-video-card-gv-n166toc-6gd,12,4.7
//cdna.pcpartpicker.com/static/forever/images/product/449a0be03664324be92d3b2f674c4f8a.256p.jpg,KFA2 (1-Click OC),GeForce GTX 1660 SUPER,6,1530,1800,Black,214,342.49,https://es.pcpartpicker.com/product/jZdrxr/kfa2-geforce-gtx-1660-super-6-gb-1-click-oc-video-card-60srl7dsy91k,3,3.7
//cdna.pcpartpicker.com/static/forever/images/product/e192d83fee4d6d8be7edaa9386553f0c.256p.jpg,EVGA SC ULTRA GAMING,GeForce GTX 1660 SUPER,6,1530,1830,Black,202,343.62,https://es.pcpartpicker.com/product/GzPgXL/evga-geforce-gtx-1660-super-6-gb-sc-ultra-gaming-video-card-06g-p4-1068-kr,23,4.7
//cdna.pcpartpicker.com/static/forever/images/product/da93933654fc2c4c17c4f240124462c5.256p.jpg,EVGA XC GAMING,GeForce RTX 2060,12,1365,1680,Black,268,349.46,https://es.pcpartpicker.com/product/Xj92FT/evga-geforce-rtx-2060-12-gb-xc-gaming-video-card-12g-p4-2263-kr,1,4
https://images-na.ssl-images-amazon.com/images/I/51oKwhr6NvL.jpg,MSI VENTUS 2X OC,GeForce RTX 3050 8GB,8,1550,,Black,235,349.9,https://es.pcpartpicker.com/product/qJZ9TW/msi-geforce-rtx-3050-8gb-8-gb-ventus-2x-oc-video-card-geforce-rtx-3050-ventus-2x-8g-oc,1,5
//cdna.pcpartpicker.com/static/forever/images/product/8a627374e0bc62f1d88e09a59fd041be.256p.jpg,EVGA SC GAMING,GeForce RTX 2060,6,1365,1710,Black,190,349.99,https://es.pcpartpicker.com/product/9F7v6h/evga-geforce-rtx-2060-6-gb-sc-gaming-video-card-06g-p4-2062-kr,1,5
//cdna.pcpartpicker.com/static/forever/images/product/9dfd9338635c909cdc810e266474b18d.256p.jpg,Palit Dual,GeForce RTX 3050 8GB,8,1550,1777,Black,245,357.88,https://es.pcpartpicker.com/product/3nrRsY/palit-geforce-rtx-3050-8gb-8-gb-dual-video-card-ne63050019p1-190ad,1,5
//cdna.pcpartpicker.com/static/forever/images/product/9c57e7f04b05270bcf7edb9fcf4c715c.256p.jpg,Gigabyte GAMING OC,GeForce RTX 3050 8GB,8,1550,,Black,282,359.79,https://es.pcpartpicker.com/product/KgH7YJ/gigabyte-geforce-rtx-3050-8gb-8-gb-gaming-oc-video-card-gv-n3050gaming-oc-8gd,1,5
//cdna.pcpartpicker.com/static/forever/images/product/f04d090f920f91c0e81c5bb4ca7fa11f.256p.jpg,PNY VCG16606SSFPPB,GeForce GTX 1660 SUPER,6,1530,1785,Black,168,362.93,https://es.pcpartpicker.com/product/hNzFf7/pny-geforce-gtx-1660-super-6-gb-video-card-vcg16606ssfppb,4,4.8
//cdna.pcpartpicker.com/static/forever/images/product/97a8fabe6753e251584fb73df756d764.256p.jpg,XFX Speedster QICK 308 ULTRA,Radeon RX 6650 XT,8,2055,2689,Black / Silver,274,363,https://es.pcpartpicker.com/product/zGFbt6/xfx-radeon-rx-6650-xt-8-gb-speedster-qick-308-ultra-video-card-rx-665x8ludy,1,5
//cdna.pcpartpicker.com/static/forever/images/product/1a4af75f4453f689ab9e8e6ded05b42f.256p.jpg,MSI VENTUS XS OC,GeForce GTX 1660,6,1530,1830,Black / White,204,368.68,https://es.pcpartpicker.com/product/MYMwrH/msi-geforce-gtx-1660-6-gb-ventus-xs-oc-video-card-gtx-1660-ventus-xs-6g-oc,31,4.8
//cdna.pcpartpicker.com/static/forever/images/product/b0e051a708321266a79ebff507b3ea33.256p.jpg,EVGA SC ULTRA GAMING,GeForce GTX 1660,6,1530,1830,Silver / Black,202,371.7,https://es.pcpartpicker.com/product/DJCD4D/evga-geforce-gtx-1660-6-gb-sc-ultra-gaming-video-card-06g-p4-1067-kr,7,4.9
https://m.media-amazon.com/images/I/41zbGIuoZeL.jpg,PowerColor Hellhound,Radeon RX 6600,8,1626,2491,Black / White,220,383.65,https://es.pcpartpicker.com/product/nxWzK8/powercolor-radeon-rx-6600-8-gb-hellhound-video-card-axrx-6600-8gbd6-3dhl,1,4
https://m.media-amazon.com/images/I/41Z+tPcosjL.jpg,Asus DUAL,Radeon RX 6600,8,1626,2491,Black / Silver,243,385.22,https://es.pcpartpicker.com/product/NdvdnQ/asus-radeon-rx-6600-8-gb-dual-video-card-dual-rx6600-8g,6,4.3
//cdna.pcpartpicker.com/static/forever/images/product/8aa13da58437c92f9345df938c1a5e2f.256p.jpg,MSI VENTUS 2X,GeForce RTX 3050 8GB,8,1550,,Black,235,387.75,https://es.pcpartpicker.com/product/gxjBD3/msi-geforce-rtx-3050-8gb-8-gb-ventus-2x-video-card-geforce-rtx-3050-ventus-2x-8g,1,5
//cdna.pcpartpicker.com/static/forever/images/product/8cf01b190880406216120cf4c13d95df.256p.jpg,Sapphire PULSE,Radeon RX 6700,10,1941,2495,Black / Red,260,389.9,https://es.pcpartpicker.com/product/X96p99/sapphire-radeon-rx-6700-10-gb-pulse-video-card-11321-02-20g,1,5
https://m.media-amazon.com/images/I/41EqImt59yL.jpg,MSI GeForce RTX 3060 Ventus 2X 12G,GeForce RTX 3060 12GB,12,1320,1777,Black,235,396.44,https://es.pcpartpicker.com/product/pD8bt6/msi-geforce-rtx-3060-12-gb-ventus-2x-video-card-rtx3060ventus2x12goc,10,4.7
https://m.media-amazon.com/images/I/414rhtXyP4L.jpg,Gigabyte EAGLE,Radeon RX 6600,8,1626,2491,Black / Silver,282,396.74,https://es.pcpartpicker.com/product/G9ytt6/gigabyte-radeon-rx-6600-8-gb-eagle-video-card-gv-r66eagle-8gd,2,4.5
https://m.media-amazon.com/images/I/31sjIyeTJJL.jpg,Zotac GAMING AMP,GeForce RTX 3060 12GB,12,1320,1867,White,232,397.8,https://es.pcpartpicker.com/product/DXH7YJ/zotac-geforce-rtx-3060-12-gb-gaming-amp-video-card-zt-a30600f-10p,3,4.7
https://m.media-amazon.com/images/I/4160TRnJpqL.jpg,MSI Radeon RX 6600 MECH 2X 8G,Radeon RX 6600,8,1626,2491,Black / Silver,235,399.9,https://es.pcpartpicker.com/product/M9ytt6/msi-radeon-rx-6600-8-gb-mech-2x-video-card-rx-6600-mech-2x-8g,11,4.8
//cdna.pcpartpicker.com/static/forever/images/product/f4f5bdae792beaeebd757c0e00c1e02e.256p.jpg,EVGA XC GAMING,GeForce RTX 3050 8GB,8,1550,1845,Black,202,400.63,https://es.pcpartpicker.com/product/HDFbt6/evga-geforce-rtx-3050-8gb-8-gb-xc-gaming-video-card-08g-p5-3553-kr,8,4.9
//cdna.pcpartpicker.com/static/forever/images/product/932e869ee03855291c9d97907dd1832d.256p.jpg,Gigabyte OC,GeForce RTX 2060,6,1365,1755,Black,226,400.94,https://es.pcpartpicker.com/product/KX66Mp/gigabyte-geforce-rtx-2060-6-gb-oc-video-card-gv-n2060oc-6gd,22,4.4
https://m.media-amazon.com/images/I/417KiniA76L.jpg,PNY XLR8 Gaming REVEL EPIC-X RGB,GeForce RTX 3060 12GB,12,1320,,Black,170,402.33,https://es.pcpartpicker.com/product/4m8bt6/pny-geforce-rtx-3060-12-gb-xlr8-gaming-revel-epic-x-rgb-video-card-vcg306012sfxppb,3,4.3
//cdna.pcpartpicker.com/static/forever/images/product/ed97ccfc9bc42d9a69b1035c6d9cdd52.256p.jpg,XFX Speedster SWFT 309,Radeon RX 6700,10,2132,2425,Black,304,403,https://es.pcpartpicker.com/product/Rs92FT/xfx-speedster-swft-309-radeon-rx-6700-10-gb-video-card-rx-67xlkwfdv,1,5
//cdna.pcpartpicker.com/static/forever/images/product/56b7537b8cc40525919481d59759e011.256p.jpg,Gigabyte OC,GeForce GTX 1660 SUPER,6,1530,1830,Black / Silver,226,404.49,https://es.pcpartpicker.com/product/CnpmP6/gigabyte-geforce-gtx-1660-super-6-gb-oc-video-card-gv-n166soc-6gd,50,4.8
https://m.media-amazon.com/images/I/41yg8Ma8V+L.jpg,Zotac GAMING Twin Edge,GeForce RTX 3060 12GB,12,1320,1777,Black,224,409.9,https://es.pcpartpicker.com/product/cBPQzy/zotac-geforce-rtx-3060-12-gb-gaming-twin-edge-video-card-zt-a30600e-10m,3,4.7
//cdna.pcpartpicker.com/static/forever/images/product/fd3f1fab20d375d6dcb36184a28b0092.256p.jpg,ASRock Challenger D,Radeon RX 6600,8,1626,,Black,269,410.64,https://es.pcpartpicker.com/product/D9ytt6/asrock-radeon-rx-6600-8-gb-challenger-d-video-card-rx6600-cld-8g,6,4.7
//cdna.pcpartpicker.com/static/forever/images/product/0c89905bcecfb12a5b4ce65b3c6e4535.256p.jpg,Palit Dual,GeForce RTX 3060 12GB,12,1320,,Black,245,415.29,https://es.pcpartpicker.com/product/LKZ9TW/palit-geforce-rtx-3060-12-gb-dual-video-card-ne63060019k9-190ad,2,5
//cdna.pcpartpicker.com/static/forever/images/product/3a6b11e8d2c7092ed1da22a3428da900.256p.jpg,Zotac GAMING Twin Edge OC,GeForce RTX 3060 12GB,12,1320,1807,Black,224,416.99,https://es.pcpartpicker.com/product/sM8bt6/zotac-geforce-rtx-3060-12-gb-gaming-twin-edge-oc-video-card-zt-a30600h-10m,10,4.5
https://m.media-amazon.com/images/I/51qLoCBkwrL.jpg,Intel Limited Edition,Arc A770,16,2100,,Black,250,419.89,https://es.pcpartpicker.com/product/wjt9TW/intel-limited-edition-arc-a770-16-gb-video-card-99ak3t,2,4.5
//cdna.pcpartpicker.com/static/forever/images/product/65031a45caf3191f95aa7ba90c66ab26.256p.jpg,Gigabyte D6 Rev 2.0,GeForce RTX 2060,6,1365,1680,Black / Gray,226,422.86,https://es.pcpartpicker.com/product/64jNnQ/gigabyte-geforce-rtx-2060-6-gb-d6-rev-20-video-card-gv-n2060d6-6gd,2,5
https://m.media-amazon.com/images/I/416rS9oiWHL.jpg,Gigabyte GV-N3060EAGLE OC12GD,GeForce RTX 3060 12GB,12,1320,1807,Black,242,424.9,https://es.pcpartpicker.com/product/h2RYcf/gigabyte-geforce-rtx-3060-12-gb-video-card-gv-n3060eagle-oc12gd,7,4.3
https://m.media-amazon.com/images/I/41JttgPjEOL.jpg,PowerColor Fighter,Radeon RX 6700,10,1941,2495,Black,228,425.45,https://es.pcpartpicker.com/product/2zqPxr/powercolor-fighter-radeon-rx-6700-10-gb-video-card-axrx-6700-10gbd6-3dhoc,1,4
//cdna.pcpartpicker.com/static/forever/images/product/42f6a4678a06b8b72ace447010d073af.256p.jpg,EVGA BLACK GAMING,GeForce GTX 1660 SUPER,6,1530,1785,Black,190,428.99,https://es.pcpartpicker.com/product/ByqBD3/evga-geforce-gtx-1660-super-6-gb-black-gaming-video-card-06g-p4-1061-kr,4,4.5
https://m.media-amazon.com/images/I/41irruoTzVL.jpg,Gigabyte GAMING OC Rev 2.0,GeForce RTX 3060 12GB,12,1320,1837,Black / Gray,282,439.9,https://es.pcpartpicker.com/product/GzgFf7/gigabyte-geforce-rtx-3060-12-gb-gaming-oc-rev-20-video-card-gv-n3060gaming-oc-12gd-rev-20,4,4.8
//cdna.pcpartpicker.com/static/forever/images/product/464d4c6d66b201de38550620d1617698.256p.jpg,PowerColor Red Devil,Radeon RX 580,8,1257,1380,Black / Red,255,444.09,https://es.pcpartpicker.com/product/PTfmP6/powercolor-radeon-rx-580-8gb-red-devil-video-card-axrx-580-8gbd5-3dhoc,11,4.7
https://m.media-amazon.com/images/I/41hp0vpY-CL.jpg,Gainward Ghost,GeForce RTX 3060 12GB,12,1320,1777,Black,245,448.36,https://es.pcpartpicker.com/product/frVmP6/gainward-geforce-rtx-3060-12-gb-ghost-video-card-ne63060019k9-190au,4,4.8
//cdna.pcpartpicker.com/static/forever/images/product/85bc273ac4645d65c47fc646b940da9c.256p.jpg,Asus TUF GAMING OC V2,GeForce RTX 3060 12GB,12,1320,1882,Black,301,449.89,https://es.pcpartpicker.com/product/Djwypg/asus-tuf-gaming-oc-v2-geforce-rtx-3060-12-gb-video-card-tuf-rtx3060-o12g-v2-gaming,2,5
https://m.media-amazon.com/images/I/51qLoCBkwrL.jpg,Zotac GAMING Twin Fan,GeForce GTX 1660,6,1530,1785,Black,216,449.95,https://es.pcpartpicker.com/product/86QfrH/zotac-geforce-gtx-1660-6-gb-gaming-twin-fan-video-card-zt-t16600k-10m,3,4.3
//cdna.pcpartpicker.com/static/forever/images/product/ef2a9310431bcbbca471e1a3ca5616ed.256p.jpg,Sapphire PULSE,Radeon RX 6650 XT,8,2055,2635,Red / Black,240,451.04,https://es.pcpartpicker.com/product/DfLFf7/sapphire-radeon-rx-6650-xt-8-gb-pulse-video-card-11319-03-20g,1,5
https://images-na.ssl-images-amazon.com/images/I/518tm4e-PzL.jpg,EVGA XC GAMING,GeForce RTX 3060 12GB,12,1320,1882,Black,202,462.09,https://es.pcpartpicker.com/product/LpbTwP/evga-geforce-rtx-3060-12-gb-xc-gaming-video-card-12g-p5-3657-kr,57,4.9
https://images-na.ssl-images-amazon.com/images/I/41ki5yXzW%2BL.jpg,MSI MECH 2X OC,Radeon RX 6650 XT,8,2055,,Silver / Black,235,462.52,https://es.pcpartpicker.com/product/rfLFf7/msi-radeon-rx-6650-xt-8-gb-mech-2x-oc-video-card-radeon-rx-6650-xt-mech-2x-8g-oc,2,4.5
https://images-na.ssl-images-amazon.com/images/I/41ki5yXzW%2BL.jpg,ASRock Challenger D OC,Radeon RX 6600 XT,8,1968,,Black,269,462.88,https://es.pcpartpicker.com/product/DgFbt6/asrock-radeon-rx-6600-xt-8-gb-challenger-d-oc-video-card-rx6600xt-cld-8go,2,5
https://m.media-amazon.com/images/I/41EkkIWv6LL.jpg,XFX Speedster SWFT 309,Radeon RX 6700 XT,12,2321,2581,Black,304,464,https://es.pcpartpicker.com/product/RFGbt6/xfx-radeon-rx-6700-xt-12-gb-speedster-swft-309-video-card-rx-67xtyjfdv,2,5
//cdna.pcpartpicker.com/static/forever/images/product/1b4c70169d7bd2930ad8f94968cfe001.256p.jpg,Sapphire NITRO+,Radeon RX 6600 XT,8,1968,2607,Black / Silver,240,467.38,https://es.pcpartpicker.com/product/dFmmP6/sapphire-radeon-rx-6600-xt-8-gb-nitro-video-card-11309-01-20g,8,4.6
//cdna.pcpartpicker.com/static/forever/images/product/2dba4d3d3ceec0cc893f79a4bc4e50f9.256p.jpg,Zotac GAMING AMP,GeForce RTX 3060 Ti LHR,8,1410,1755,White,232,470.8,https://es.pcpartpicker.com/product/CCgFf7/zotac-geforce-rtx-3060-ti-lhr-8-gb-gaming-amp-video-card-zt-a30610f-10plhr,4,4.8
https://m.media-amazon.com/images/I/41R3RAPj-kL.jpg,Asus DUAL,Radeon RX 6700 XT,12,2321,,Black,295,470.84,https://es.pcpartpicker.com/product/V4nypg/asus-radeon-rx-6700-xt-12-gb-dual-video-card-dual-rx6700xt-12g,1,5
https://m.media-amazon.com/images/I/41-IBSRhnQL.jpg,AMD 100-506095,Radeon Pro W5500,8,1354,1900,Blue / White,241,471.24,https://es.pcpartpicker.com/product/7dtKHx/amd-radeon-pro-w5500-8-gb-video-card-100-506095,1,4
//cdna.pcpartpicker.com/static/forever/images/product/70539a29f3b92f82f67b576deb0d1cd4.256p.jpg,ATI 100-505649,FirePro V4900,1,,,Black / Red,,471.9,https://es.pcpartpicker.com/product/dKjG3C/ati-video-card-100505649,2,3
//cdna.pcpartpicker.com/static/forever/images/product/79b987b0f4b58955c49d8c66256560de.256p.jpg,Asus DUAL MINI OC V2,GeForce RTX 3060 Ti LHR,8,1410,1710,Black,200,474.79,https://es.pcpartpicker.com/product/gB92FT/asus-geforce-rtx-3060-ti-lhr-8-gb-dual-mini-oc-v2-video-card-dual-rtx3060ti-o8g-mini-v2,2,5
//cdna.pcpartpicker.com/static/forever/images/product/4f4bc8d4a81ce3a39e4ea4d2c5d174b2.256p.jpg,PowerColor Hellhound Spectral White,Radeon RX 6650 XT,8,2055,2689,White,220,479.93,https://es.pcpartpicker.com/product/TDvdnQ/powercolor-radeon-rx-6650-xt-8-gb-hellhound-video-card-axrx-6650xt-8gbd6-3dhlv2oc,2,4
//cdna.pcpartpicker.com/static/forever/images/product/2db6250893a4c8b67d5b574451503c84.256p.jpg,Gigabyte GV-N3060GAMINGOC12GD,GeForce RTX 3060 12GB,12,1320,1837,Black / Silver,282,486.29,https://es.pcpartpicker.com/product/MXH7YJ/gigabyte-geforce-rtx-3060-12-gb-video-card-gv-n3060gamingoc12gd,10,4.5
//cdna.pcpartpicker.com/static/forever/images/product/c5489241c902a9ae06a42212e978f989.256p.jpg,MSI VENTUS 2X OCV1,GeForce RTX 3060 Ti LHR,8,1410,1695,Black / Gray,235,491.53,https://es.pcpartpicker.com/product/L9BG3C/msi-geforce-rtx-3060-ti-lhr-8-gb-ventus-2x-ocv1-video-card-geforce-rtx-3060-ti-ventus-2x-8g-ocv1-lhr,3,5
//cdna.pcpartpicker.com/static/forever/images/product/f8d9a84bf2417641f18e45e8ced1b665.256p.jpg,MSI MECH 2X,Radeon RX 6700 XT,12,2321,,Black / Silver,247,492.8,https://es.pcpartpicker.com/product/7whFf7/msi-radeon-rx-6700-xt-12-gb-mech-2x-video-card-radeon-rx-6700-xt-mech-2x-12g,3,5
https://m.media-amazon.com/images/I/31i7e8-EdQL.jpg,Gigabyte GAMING OC,Radeon RX 6600 XT,8,1968,2593,Black / Silver,282,494.1,https://es.pcpartpicker.com/product/H4Z9TW/gigabyte-radeon-rx-6600-xt-8-gb-gaming-oc-video-card-gv-r66xtgaming-oc-8gd,1,4
https://m.media-amazon.com/images/I/31WBB09P-BL.jpg,EVGA GAMING,GeForce RTX 2060,6,1365,1680,Black / Silver,190,495.41,https://es.pcpartpicker.com/product/RHXnTW/evga-geforce-rtx-2060-6-gb-gaming-video-card-06g-p4-2060-kr,3,3.3
